canonical_smiles,parent_molecule_chembl_id,parent_pref_name,approved_chembl_ids,approved_pref_names,first_approvals,withdrawn_flags
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,CHEMBL9967,PIRENZEPINE,CHEMBL9967;CHEMBL1531864,PIRENZEPINE;PIRENZEPINE HYDROCHLORIDE,,False
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,CHEMBL492,ETIDOCAINE,CHEMBL492;CHEMBL1200597,ETIDOCAINE;ETIDOCAINE HYDROCHLORIDE,1976,False
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,CHEMBL80,NALOXONE,CHEMBL80;CHEMBL1718;CHEMBL5315056,NALOXONE;NALOXONE HYDROCHLORIDE;NALOXONE HYDROCHLORIDE DIHYDRATE,1971;2017,False
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,CHEMBL81,RALOXIFENE,CHEMBL81;CHEMBL1116,RALOXIFENE;RALOXIFENE HYDROCHLORIDE,1997,False
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CHEMBL83,TAMOXIFEN,CHEMBL83;CHEMBL786,TAMOXIFEN;TAMOXIFEN CITRATE,1977,False
CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,CHEMBL493,BROMOCRIPTINE,CHEMBL493;CHEMBL1200503,BROMOCRIPTINE;BROMOCRIPTINE MESYLATE,1978,False
CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,CHEMBL494,ILOPROST,CHEMBL494;CHEMBL5315118,ILOPROST;ILOPROST TROMETHAMINE,2003,False
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,CHEMBL84,TOPOTECAN,CHEMBL84;CHEMBL1607,TOPOTECAN;TOPOTECAN HYDROCHLORIDE,1996,False
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,CHEMBL85,RISPERIDONE,CHEMBL85,RISPERIDONE,1993,False
CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,CHEMBL86,METOCLOPRAMIDE,CHEMBL86;CHEMBL1200940,METOCLOPRAMIDE;METOCLOPRAMIDE HYDROCHLORIDE,1979,False
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,CHEMBL428647,PACLITAXEL,CHEMBL428647,PACLITAXEL,1992,False
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,CHEMBL495,ALPROSTADIL,CHEMBL495,ALPROSTADIL,1981,False
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,CHEMBL496,HEXACHLOROPHENE,CHEMBL496,HEXACHLOROPHENE,1949,True
Oc1c(I)cc(Cl)c2cccnc12,CHEMBL497,CLIOQUINOL,CHEMBL497,CLIOQUINOL,1934,True
COc1ccc2cccc(CCNC(C)=O)c2c1,CHEMBL10878,AGOMELATINE,CHEMBL10878,AGOMELATINE,2009,False
O=P1(N(CCCl)CCCl)NCCCO1,CHEMBL88,CYCLOPHOSPHAMIDE ANHYDROUS,CHEMBL88;CHEMBL1200796,CYCLOPHOSPHAMIDE ANHYDROUS;CYCLOPHOSPHAMIDE,1959,False
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CHEMBL498,CHLORPROPAMIDE,CHEMBL498,CHLORPROPAMIDE,1958,False
CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,CHEMBL499,TIMOLOL,CHEMBL499;CHEMBL1200870,TIMOLOL;TIMOLOL MALEATE,1978,False
CC(C)NCC(O)COc1cccc2[nH]ccc12,CHEMBL500,PINDOLOL,CHEMBL500,PINDOLOL,1982,False
NNc1nncc2ccccc12,CHEMBL276832,HYDRALAZINE,CHEMBL276832;CHEMBL542541,HYDRALAZINE;HYDRALAZINE HYDROCHLORIDE,1953,False
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,CHEMBL267345,AMPHOTERICIN B,CHEMBL267345,AMPHOTERICIN B,1964,False
NCCc1c[nH]cn1,CHEMBL90,HISTAMINE,CHEMBL90;CHEMBL1533310;CHEMBL3989520,HISTAMINE;HISTAMINE DIHYDROCHLORIDE;HISTAMINE PHOSPHATE,1939;2008,False
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,CHEMBL91,MICONAZOLE,CHEMBL91;CHEMBL1559,MICONAZOLE;MICONAZOLE NITRATE,1974,False
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,CHEMBL92,DOCETAXEL ANHYDROUS,CHEMBL92;CHEMBL3545252,DOCETAXEL ANHYDROUS;DOCETAXEL,1995,False
CC(c1cc2ccccc2s1)N(O)C(N)=O,CHEMBL93,ZILEUTON,CHEMBL93,ZILEUTON,1996,False
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,PHYSOSTIGMINE,CHEMBL94;CHEMBL338975,PHYSOSTIGMINE;PHYSOSTIGMINE SALICYLATE,,False
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,TACRINE,CHEMBL95;CHEMBL1677,TACRINE;TACRINE HYDROCHLORIDE,1993,False
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,DONEPEZIL,CHEMBL502;CHEMBL1678,DONEPEZIL;DONEPEZIL HYDROCHLORIDE,1996,False
CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,CHEMBL503,LOVASTATIN,CHEMBL503,LOVASTATIN,1987,False
O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,CHEMBL11662,OZAGREL,CHEMBL11662,OZAGREL,1988,False
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,CHEMBL12610,BENZYDAMINE,CHEMBL12610;CHEMBL1528134,BENZYDAMINE;BENZYDAMINE HYDROCHLORIDE,,False
CC(=O)Nc1ccccc1,CHEMBL269644,ACETANILIDE,CHEMBL269644,ACETANILIDE,,True
C[S+](C)[O-],CHEMBL504,DIMETHYL SULFOXIDE,CHEMBL504,DIMETHYL SULFOXIDE,1978,False
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,CHEMBL505,CHLORPHENIRAMINE,CHEMBL505;CHEMBL1659;CHEMBL1201659,CHLORPHENIRAMINE;CHLORPHENIRAMINE MALEATE;CHLORPHENIRAMINE POLISTIREX,1950;1984,False
COc1cc(NC(C)CCCN)c2ncccc2c1,CHEMBL506,PRIMAQUINE,CHEMBL506;CHEMBL43128,PRIMAQUINE;PRIMAQUINE PHOSPHATE,1952,False
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,CHEMBL509,MECLOFENAMIC ACID,CHEMBL509;CHEMBL1562610,MECLOFENAMIC ACID;MECLOFENAMATE SODIUM,1980,False
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,CHEMBL511,PYRILAMINE,CHEMBL511;CHEMBL1201006,PYRILAMINE;PYRILAMINE MALEATE,1973,False
O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,CHEMBL12713,SERTINDOLE,CHEMBL12713,SERTINDOLE,1996,True
O=NN(CCCl)C(=O)NCCCl,CHEMBL513,CARMUSTINE,CHEMBL513,CARMUSTINE,1977,False
O=NN(CCCl)C(=O)NC1CCCCC1,CHEMBL514,LOMUSTINE,CHEMBL514,LOMUSTINE,1976,False
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,CHEMBL515,CHLORAMBUCIL,CHEMBL515,CHLORAMBUCIL,1957,False
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,CHEMBL516,CYPROHEPTADINE,CHEMBL516;CHEMBL1716,CYPROHEPTADINE;CYPROHEPTADINE HYDROCHLORIDE,1961,False
Nc1cc(-c2ccncc2)c[nH]c1=O,CHEMBL12856,INAMRINONE,CHEMBL12856;CHEMBL2096642,INAMRINONE;INAMRINONE LACTATE,1984,False
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,CHEMBL517,DISOPYRAMIDE,CHEMBL517;CHEMBL1201020,DISOPYRAMIDE;DISOPYRAMIDE PHOSPHATE,1977,False
O=C(CCCCCCC(=O)Nc1ccccc1)NO,CHEMBL98,VORINOSTAT,CHEMBL98,VORINOSTAT,2006,False
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,IBUPROFEN,CHEMBL521;CHEMBL1201141;CHEMBL3989408,IBUPROFEN;IBUPROFEN LYSINE;IBUPROFEN SODIUM,1974;2006;2012,False
COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,CHEMBL13376,CLOMETACIN,CHEMBL13376,CLOMETACIN,,True
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,CHEMBL13280,FLUNITRAZEPAM,CHEMBL13280,FLUNITRAZEPAM,,True
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,CHEMBL13209,NITRAZEPAM,CHEMBL13209,NITRAZEPAM,,False
COc1ccc(OC)c(C(O)C(C)N)c1,CHEMBL524,METHOXAMINE,CHEMBL524;CHEMBL1201103,METHOXAMINE;METHOXAMINE HYDROCHLORIDE,1982,False
CC(C)c1cccc(C(C)C)c1O,CHEMBL526,PROPOFOL,CHEMBL526,PROPOFOL,1989,False
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,CHEMBL527,PIROXICAM,CHEMBL527,PIROXICAM,1982,False
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,CHEMBL528,CEFTIZOXIME,CHEMBL528;CHEMBL1201019,CEFTIZOXIME;CEFTIZOXIME SODIUM,1983,False
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,CHEMBL101,PHENYLBUTAZONE,CHEMBL101,PHENYLBUTAZONE,1980,True
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL529,AZITHROMYCIN,CHEMBL529,AZITHROMYCIN,1991,False
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,CHEMBL530,AMDINOCILLIN,CHEMBL530,AMDINOCILLIN,1984,False
CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,CHEMBL531,PERGOLIDE,CHEMBL531;CHEMBL1275,PERGOLIDE;PERGOLIDE MESYLATE,1988,True
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CHEMBL532,ERYTHROMYCIN,CHEMBL532;CHEMBL1200506;CHEMBL1200510;CHEMBL3545060,ERYTHROMYCIN;ERYTHROMYCIN LACTOBIONATE;ERYTHROMYCIN STEARATE;ERYTHROMYCIN GLUCEPTATE,1964;1982,False
CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,CHEMBL533,IBUTILIDE,CHEMBL533;CHEMBL2355456,IBUTILIDE;IBUTILIDE FUMARATE,1995,False
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CHEMBL103,PROGESTERONE,CHEMBL103,PROGESTERONE,1976,False
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,CHEMBL534,KETOTIFEN,CHEMBL534;CHEMBL1633,KETOTIFEN;KETOTIFEN FUMARATE,1999,False
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,CHEMBL535,SUNITINIB,CHEMBL535;CHEMBL1567,SUNITINIB;SUNITINIB MALATE,2006,False
Oc1ccc(O)cc1,CHEMBL537,HYDROQUINONE,CHEMBL537,HYDROQUINONE,2002,False
CC(=O)O,CHEMBL539,ACETIC ACID,CHEMBL539,ACETIC ACID,1982,False
Oc1ccccc1,CHEMBL14060,PHENOL,CHEMBL14060,PHENOL,,True
COc1ccc(O)cc1,CHEMBL544,MEQUINOL,CHEMBL544,MEQUINOL,1999,False
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,CHEMBL104,CLOTRIMAZOLE,CHEMBL104,CLOTRIMAZOLE,1975,False
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,CHEMBL105,MITOMYCIN,CHEMBL105,MITOMYCIN,1981,False
CCO,CHEMBL545,ALCOHOL,CHEMBL545,ALCOHOL,1982,False
C=CCOc1ccccc1OCC(O)CNC(C)C,CHEMBL546,OXPRENOLOL,CHEMBL546;CHEMBL1200745,OXPRENOLOL;OXPRENOLOL HYDROCHLORIDE,1983,False
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,CHEMBL106,FLUCONAZOLE,CHEMBL106,FLUCONAZOLE,1990,False
CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,CHEMBL547,ISOTRETINOIN,CHEMBL547,ISOTRETINOIN,1982,False
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,CHEMBL14376,ILOPERIDONE,CHEMBL14376,ILOPERIDONE,2009,False
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,CHEMBL548,DINOPROSTONE,CHEMBL548,DINOPROSTONE,1977,False
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,CHEMBL278020,NEOSTIGMINE,CHEMBL278020;CHEMBL211471,NEOSTIGMINE;NEOSTIGMINE METHYLSULFATE,2013,False
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,CHEMBL14370,REBOXETINE,CHEMBL14370,REBOXETINE,1997,False
CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,CHEMBL549,CITALOPRAM,CHEMBL549;CHEMBL1200781,CITALOPRAM;CITALOPRAM HYDROBROMIDE,1998,False
CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,CHEMBL550,PILOCARPINE,CHEMBL550;CHEMBL1200330,PILOCARPINE;PILOCARPINE HYDROCHLORIDE,1974;1984,False
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,CHEMBL107,COLCHICINE,CHEMBL107,COLCHICINE,1961,False
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,CHEMBL553,ERLOTINIB,CHEMBL553;CHEMBL1079742,ERLOTINIB;ERLOTINIB HYDROCHLORIDE,2004,False
CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,CHEMBL554,LAPATINIB,CHEMBL554;CHEMBL1201179,LAPATINIB;LAPATINIB DITOSYLATE,2007,False
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,CHEMBL15023,TRIFLUPERIDOL,CHEMBL15023,TRIFLUPERIDOL,,False
NC(=O)N1c2ccccc2C=Cc2ccccc21,CHEMBL108,CARBAMAZEPINE,CHEMBL108,CARBAMAZEPINE,1968,False
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,CHEMBL277100,TEMAFLOXACIN,CHEMBL277100;CHEMBL2107495,TEMAFLOXACIN;TEMAFLOXACIN HYDROCHLORIDE,1992,True
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,CHEMBL110,BENZNIDAZOLE,CHEMBL110,BENZNIDAZOLE,2017,False
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,CHEMBL556,DEFEROXAMINE,CHEMBL556;CHEMBL1234,DEFEROXAMINE;DEFEROXAMINE MESYLATE,1968,False
Cc1cccc(C)c1OCC(C)N,CHEMBL558,MEXILETINE,CHEMBL558;CHEMBL1200606,MEXILETINE;MEXILETINE HYDROCHLORIDE,1985,False
N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,CHEMBL559,DEXTROTHYROXINE,CHEMBL559;CHEMBL3545058,DEXTROTHYROXINE;DEXTROTHYROXINE SODIUM,1967,False
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,CHEMBL111,RIMONABANT,CHEMBL111,RIMONABANT,2006,True
CN1Cc2c(N)cccc2C(c2ccccc2)C1,CHEMBL273575,NOMIFENSINE,CHEMBL273575;CHEMBL1256842,NOMIFENSINE;NOMIFENSINE MALEATE,1984,True
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,CHEMBL561,LOMEFLOXACIN,CHEMBL561;CHEMBL1728,LOMEFLOXACIN;LOMEFLOXACIN HYDROCHLORIDE,1992,False
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,CHEMBL562,GRISEOFULVIN,CHEMBL562,GRISEOFULVIN,1962,False
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL563,FLURBIPROFEN,CHEMBL563;CHEMBL3989754,FLURBIPROFEN;FLURBIPROFEN SODIUM,1986,False
CN(C)CCCN1c2ccccc2Sc2ccccc21,CHEMBL564,PROMAZINE,CHEMBL564;CHEMBL1200469,PROMAZINE;PROMAZINE HYDROCHLORIDE,1956,False
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,CHEMBL565,CLOFIBRATE,CHEMBL565,CLOFIBRATE,1967,True
CC(=O)Nc1ccc(O)cc1,CHEMBL112,ACETAMINOPHEN,CHEMBL112,ACETAMINOPHEN,1968,False
Cn1c(=O)c2c(ncn2C)n(C)c1=O,CHEMBL113,CAFFEINE,CHEMBL113;CHEMBL1200569,CAFFEINE;CAFFEINE CITRATE,1948;1999,False
CCOc1ccc(NC(C)=O)cc1,CHEMBL16073,PHENACETIN,CHEMBL16073,PHENACETIN,,True
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,CHEMBL567,PERPHENAZINE,CHEMBL567,PERPHENAZINE,1957,False
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,CHEMBL568,OXAZEPAM,CHEMBL568,OXAZEPAM,1965,False
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,CHEMBL15770,SULINDAC,CHEMBL15770,SULINDAC,1978,False
O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl,CHEMBL15677,FENCLOFENAC,CHEMBL15677,FENCLOFENAC,1978,True
c1ccc2c(CCC3CCNCC3)c[nH]c2c1,CHEMBL276520,INDALPINE,CHEMBL276520,INDALPINE,,True
CCN(CC)CCOC(=O)c1ccc(N)cc1,CHEMBL569,PROCAINE,CHEMBL569;CHEMBL1200841,PROCAINE;PROCAINE HYDROCHLORIDE,1954,False
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CHEMBL570,TRIFLUPROMAZINE,CHEMBL570;CHEMBL1201102,TRIFLUPROMAZINE;TRIFLUPROMAZINE HYDROCHLORIDE,1957,False
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL571,KETOPROFEN,CHEMBL571,KETOPROFEN,1986,False
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,CHEMBL572,NITROFURANTOIN,CHEMBL572;CHEMBL1201000,NITROFURANTOIN;NITROFURANTOIN SODIUM,1953;1960,False
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,CHEMBL15870,INDOPROFEN,CHEMBL15870,INDOPROFEN,1979,True
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CHEMBL15891,LINDANE,CHEMBL15891,LINDANE,1974,True
O=C(O)c1cccnc1,CHEMBL573,NIACIN,CHEMBL573,NIACIN,1982,False
COc1cccc(OC)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,CHEMBL575,METHICILLIN,CHEMBL575;CHEMBL3181832,METHICILLIN;METHICILLIN SODIUM,1982,False
CC(Cl)(Cl)Cl,CHEMBL16080,TRICHLOROETHANE,CHEMBL16080,TRICHLOROETHANE,,True
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL577,ENALAPRILAT ANHYDROUS,CHEMBL577;CHEMBL3989406,ENALAPRILAT ANHYDROUS;ENALAPRILAT,1988,False
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,CHEMBL578,ENALAPRIL,CHEMBL578;CHEMBL1200659,ENALAPRIL;ENALAPRIL MALEATE,1985,False
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,CHEMBL580,LORAZEPAM,CHEMBL580,LORAZEPAM,1977,False
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,CHEMBL277062,BROMAZEPAM,CHEMBL277062,BROMAZEPAM,,False
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,CHEMBL277535,BIFONAZOLE,CHEMBL277535,BIFONAZOLE,,False
CC(C)O,CHEMBL582,ISOPROPYL ALCOHOL,CHEMBL582,ISOPROPYL ALCOHOL,2000,False
Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,CHEMBL583,GREPAFLOXACIN,CHEMBL583;CHEMBL1200393,GREPAFLOXACIN;GREPAFLOXACIN HYDROCHLORIDE,1997,True
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,CHEMBL114,SAQUINAVIR,CHEMBL114;CHEMBL282042,SAQUINAVIR;SAQUINAVIR MESYLATE,1995,False
CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL115,INDINAVIR ANHYDROUS,CHEMBL115;CHEMBL1735,INDINAVIR ANHYDROUS;INDINAVIR SULFATE,1996,False
Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,CHEMBL584,NELFINAVIR,CHEMBL584;CHEMBL1205,NELFINAVIR;NELFINAVIR MESYLATE,1997,False
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL116,AMPRENAVIR,CHEMBL116,AMPRENAVIR,1999,False
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,CHEMBL585,TRIAMTERENE,CHEMBL585,TRIAMTERENE,1964,False
CC(C)NCC(O)c1ccc2ccccc2c1,CHEMBL16476,PRONETALOL,CHEMBL16476,PRONETALOL,,True
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,CELECOXIB,CHEMBL118,CELECOXIB,1998,False
COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,CHEMBL119,TRIMETREXATE,CHEMBL119;CHEMBL2218878,TRIMETREXATE;TRIMETREXATE GLUCURONATE,1993,False
Oc1ccc(C2CNCCc3c2cc(O)c(O)c3Cl)cc1,CHEMBL588,FENOLDOPAM,CHEMBL588;CHEMBL1026,FENOLDOPAM;FENOLDOPAM MESYLATE,1997,False
CCCN(CCC)CCc1cccc2c1CC(=O)N2,CHEMBL589,ROPINIROLE,CHEMBL589;CHEMBL1200411,ROPINIROLE;ROPINIROLE HYDROCHLORIDE,1997,False
CC1=CC(=O)c2ccccc2C1=O,CHEMBL590,MENADIONE,CHEMBL590,MENADIONE,1982,False
C#CC(O)(/C=C/Cl)CC,CHEMBL591,ETHCHLORVYNOL,CHEMBL591,ETHCHLORVYNOL,1961,False
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CHEMBL17157,TERFENADINE,CHEMBL17157,TERFENADINE,1985,True
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,CHEMBL592,LEVORPHANOL,CHEMBL592;CHEMBL3989768,LEVORPHANOL;LEVORPHANOL TARTRATE,1991,False
CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,CHEMBL593,DELAVIRDINE,CHEMBL593;CHEMBL929,DELAVIRDINE;DELAVIRDINE MESYLATE,1997,False
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,CHEMBL594,EMEDASTINE,CHEMBL594;CHEMBL2103739,EMEDASTINE;EMEDASTINE DIFUMARATE,1997,False
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,CHEMBL595,PIOGLITAZONE,CHEMBL595;CHEMBL1715,PIOGLITAZONE;PIOGLITAZONE HYDROCHLORIDE,1999,False
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CHEMBL596,FENTANYL,CHEMBL596;CHEMBL688;CHEMBL1201159,FENTANYL;FENTANYL CITRATE;FENTANYL HYDROCHLORIDE,1968;2006,False
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,CHEMBL121,ROSIGLITAZONE,CHEMBL121;CHEMBL843,ROSIGLITAZONE;ROSIGLITAZONE MALEATE,1999,True
