canonical_smiles,molecule_chembl_ids,parent_molecule_chembl_ids,activity_ids,document_chembl_ids,pchembl_values
Cc1ccc2c(O)cc(-c3ccc(F)cc3)nc2n1,CHEMBL313864,CHEMBL313864,314628;314631;1263156,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.2;6.36;6.2
Cc1ccc2c(O)cc(-c3ccc(N)cc3)nc2n1,CHEMBL104999,CHEMBL104999,320682;320685,CHEMBL1149169;CHEMBL1149169,6.3;6.96
CCCc1cc(O)c2ccc(C)nc2n1,CHEMBL103150,CHEMBL103150,326832;326835,CHEMBL1149169;CHEMBL1149169,6.05;6.0
Oc1cc(-c2ccccc2)nc2nc(Br)ccc12,CHEMBL97687,CHEMBL97687,328417;328420;1251713,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,7.18;7.0;7.18
Cc1ccc2c(S)cc(-c3ccccc3)nc2n1,CHEMBL329293,CHEMBL329293,329643,CHEMBL1149169,6.64
Cc1ccc2c(O)cc(-c3ccccc3)nc2n1,CHEMBL97549,CHEMBL97549,330857;330860;1228928,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.34;6.26;6.34
CCOc1cc(-c2ccccc2)nc2nc(Br)ccc12,CHEMBL103559,CHEMBL103559,330872,CHEMBL1149169,6.01
Cc1ccc2c(NC3CCCCC3)cc(-c3ccccc3)nc2n1,CHEMBL97624,CHEMBL97624,332195;332198;1264329,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.08;6.31;6.08
CSc1cc(-c2ccccc2)nc2nc(C)ccc12,CHEMBL105000,CHEMBL105000,334957,CHEMBL1149169,6.68
Cc1ccc2c(O)cc(-c3cccc(N)c3)nc2n1,CHEMBL323303,CHEMBL323303,334960,CHEMBL1149169,6.64
Cc1ccc2c(N)cc(-c3ccccc3)nc2n1,CHEMBL97337,CHEMBL97337,341399;341402;1232457,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.38;6.68;6.38
Cc1ccc2c(O)cc(-c3ccc([N+](=O)[O-])cc3)nc2n1,CHEMBL316630,CHEMBL316630,343684;343687;1237692,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.34;6.19;6.34
Cc1ccc2c(O)cc(-c3ccccc3F)nc2n1,CHEMBL95384,CHEMBL95384,345142;345145;1227639,CHEMBL1149169;CHEMBL1149169;CHEMBL1132946,6.33;7.4;6.33
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL200732,CHEMBL200732,351766;1668887;1905085;2108129;2374287;2666621;3087179;18086740,CHEMBL1145992;CHEMBL1148606;CHEMBL1145406;CHEMBL1142335;CHEMBL1140153;CHEMBL1151887;CHEMBL1153082;CHEMBL4017496,6.65;6.65;6.65;6.65;6.65;6.65;6.65;6.65
CNC(=O)[C@H]1S[C@@H](n2cnc3c(N)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL203357,CHEMBL203357,359031;1668811,CHEMBL1145992;CHEMBL1148606,6.8;6.8
CNC(=O)[C@H]1S[C@@H](n2cnc3c(NC)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL201706,CHEMBL201706,387525,CHEMBL1145992,7.7
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,CHEMBL131457,CHEMBL131457,391068,CHEMBL1133401,9.8
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F,CHEMBL131242,CHEMBL1180559,392420,CHEMBL1133401,10.1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,CHEMBL435188,CHEMBL435188,393580,CHEMBL1133401,8.21
OC[C@H]1O[C@@H](n2cnc3c(NCCc4cccc(Cl)c4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,CHEMBL339522,CHEMBL339522,397472,CHEMBL1133401,7.41
Nc1nc(NC2CCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL128176,CHEMBL128176,402704,CHEMBL1133401,8.29
OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,CHEMBL131175,CHEMBL131175,402706,CHEMBL1133401,7.44
Nc1nc(N[C@@H]2CCC[C@H]2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL334336,CHEMBL334336,404091,CHEMBL1133401,9.1
Nc1nc(N[C@H]2CCC[C@@H]2O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL131535,CHEMBL131535,406716,CHEMBL1133401,8.74
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(N[C@H]4CC[C@H](N)CC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F,CHEMBL337080,CHEMBL1184174,406718,CHEMBL1133401,10.3
OC[C@H]1O[C@@H](n2cnc3c(NC4CCC[C@@H]4O)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL131280,CHEMBL131280,409197,CHEMBL1133401,6.77
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,CHEMBL340674,CHEMBL340674,416479,CHEMBL1133401,8.66
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4c[nH]cn4)nc32)[C@H](O)[C@@H]1O,CHEMBL336608,CHEMBL336608,416481,CHEMBL1133401,10.52
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NC(CC)CC)nc32)[C@H](O)[C@@H]1O,CHEMBL131534,CHEMBL131534,418829,CHEMBL1133401,7.07
OC[C@H]1O[C@@H](n2cnc3c(NC4CCCC4)nc(Cl)nc32)[C@H](O)[C@@H]1O,CHEMBL284969,CHEMBL284969,426672;488789;766228,CHEMBL1133401;CHEMBL1136764;CHEMBL1131221,7.77;6.19;6.24
OC[C@H]1O[C@@H](n2cnc3c(NCc4cccc5ccccc45)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,CHEMBL446616,CHEMBL446616,426674,CHEMBL1133401,7.6
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(N[C@@H]4CCC[C@H]4O)nc32)[C@H](O)[C@@H]1O,CHEMBL130830,CHEMBL130830,427922,CHEMBL1133401,10.0
NC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,CHEMBL2113451,CHEMBL2113451,474350,CHEMBL1136764,7.06
Cc1cccc(-n2nc3c(N)nc4ccccc4n3c2=O)c1,CHEMBL416537,CHEMBL416537,476565,CHEMBL1132980,7.84
Nc1cccc2c1nc(N)c1nn(-c3ccccc3)c(=O)n12,CHEMBL416354,CHEMBL416354,477802,CHEMBL1132980,7.73
Cc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,CHEMBL273578,CHEMBL273578,477805,CHEMBL1132980,7.07
Nc1nc(/N=N/NC(=O)Nc2nccs2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113454,CHEMBL2113454,481714,CHEMBL1136764,7.6
Nc1nc(/N=N/NC(=O)NCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113446,CHEMBL2113446,485289,CHEMBL1136764,7.6
Nc1nc(/N=N/NC(=O)Nc2ccccc2Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113445,CHEMBL2113445,487695,CHEMBL1136764,7.35
Nc1nc(/N=N/NC(=O)Nc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113460,CHEMBL2113460,491184,CHEMBL1136764,7.6
Nc1nc(N=O)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113464,CHEMBL2113464,492381,CHEMBL1136764,6.14
O=c1n(-c2cccc(F)c2)nc2c(NC3CCCCC3)nc3ccccc3n12,CHEMBL279870,CHEMBL279870,493541,CHEMBL1132980,7.18
O=C(N/N=N/c1nc(Nc2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,CHEMBL2113461,CHEMBL2113461,495772,CHEMBL1136764,7.61
O=C(N/N=N/c1nc(NCC(c2ccccc2)c2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,CHEMBL2113456,CHEMBL2113456,495776,CHEMBL1136764,6.01
Nc1nc(/N=N/NC(=O)NC2CCCCC2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113452,CHEMBL2113452,496839,CHEMBL1136764,7.6
Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,CHEMBL278197,CHEMBL278197,497946,CHEMBL1132980,7.31
CCNC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,CHEMBL2113444,CHEMBL2113444,504232,CHEMBL1136764,7.72
Nc1nc2c(NCc3ccccc3)cccc2n2c(=O)n(-c3ccccc3)nc12,CHEMBL274274,CHEMBL274274,506589;2563426,CHEMBL1132980;CHEMBL1155896,8.19;8.19
Nc1nc2ccccc2n2c(=O)n(-c3cccc(F)c3)nc12,CHEMBL16643,CHEMBL16643,506592,CHEMBL1132980,7.14
COc1ccccc1NC(=O)/N=N/Nc1nc(N)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,CHEMBL2113458,CHEMBL2113458,507925,CHEMBL1136764,6.9
Nc1nc(/N=N/c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113463,CHEMBL2113463,509130,CHEMBL1136764,6.75
COc1ccc(-n2nc3c(N)nc4ccccc4n3c2=O)cc1,CHEMBL16416,CHEMBL16416,510330;964163,CHEMBL1132980;CHEMBL1148352,6.42;6.42
Nc1nc(/N=N/NC(=O)c2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,CHEMBL2113453,CHEMBL2113453,510394,CHEMBL1136764,6.0
COc1ccc(NC(=O)/N=N/Nc2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2)cc1,CHEMBL2113455,CHEMBL2113455,511447,CHEMBL1136764,7.6
O=C(N/N=N/c1nc(NC2CCCC2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)Nc1ccccc1,CHEMBL2113457,CHEMBL2113457,511451,CHEMBL1136764,6.68
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,CHEMBL331372,CHEMBL331372,519596;519598;519600;519602;519604;519606;519608;519610;519612;519614;519616;1198824;1463709;2082932;2196924;2697088;3100471;3100472;8031756;10923751;12656978;13968196;14644264;15114623;15114637;15114641;15209155;15210141;16395034;16493419;19048501;24383015,CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1132702;CHEMBL1137202;CHEMBL1142932;CHEMBL1157148;CHEMBL1152960;CHEMBL1158518;CHEMBL1158518;CHEMBL1949672;CHEMBL2040767;CHEMBL2321867;CHEMBL3132785;CHEMBL3259781;CHEMBL3352600;CHEMBL3352600;CHEMBL3352600;CHEMBL3414558;CHEMBL3414558;CHEMBL3739367;CHEMBL3769306;CHEMBL4351010;CHEMBL5038576,7.44;7.56;8.12;7.66;8.37;7.44;8.12;7.13;7.94;6.2;7.0;7.57;7.3;7.33;7.33;7.33;7.68;7.72;7.16;7.57;7.57;7.9;7.57;7.16;8.67;8.36;7.9;7.73;6.3;7.57;7.57;8.85
COc1cc(OC)cc(C(CNc2ncnc3c2ncn3[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2ccccc2C)c1,CHEMBL2094089,CHEMBL2094089,523433;523434;523435,CHEMBL1130114;CHEMBL1130114;CHEMBL1130114,7.42;7.72;7.45
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,CHEMBL119709,CHEMBL119709,543391;543392;543393;769517;1466061;1473548;1517160;1709883;2167211;13968209,CHEMBL1130114;CHEMBL1130114;CHEMBL1130114;CHEMBL1131221;CHEMBL1138752;CHEMBL1138800;CHEMBL1144357;CHEMBL1147002;CHEMBL1145629;CHEMBL3132785,6.43;6.84;7.5;6.94;7.25;7.25;7.4;6.29;7.03;7.1
NC[C@H]1[C@@H](O)[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)O[C@@H]1CO,CHEMBL144521,CHEMBL144521,636976;636977;636978;636979;636980;636981;636982,CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939,7.1;8.19;7.19;7.24;7.17;7.23;7.25
NCCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CHEMBL129903,CHEMBL129903,636983;636984;636985;636986;636987;636988;636989,CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939,7.34;8.36;7.24;8.44;7.39;6.92;7.14
NC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,CHEMBL302376,CHEMBL302376,645556;645557;645558;645559;645560,CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939,6.27;6.39;6.31;7.28;6.22
Nc1ccc(CCCn2ncc3c2nc(N)n2nc(-c4ccco4)nc32)cc1,CHEMBL281805,CHEMBL281805,646781;1293041;2916534,CHEMBL1144939;CHEMBL1135389;CHEMBL1154073,9.66;9.66;9.66
N[C@H]1[C@@H](O)[C@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)O[C@@H]1CO,CHEMBL132629,CHEMBL132629,653808;653809;653810;653811;653812;653813;653814,CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939;CHEMBL1144939,7.17;7.75;7.24;8.19;7.06;7.06;7.19
Cc1cn2c(N)nc(-c3ccccc3)nc2n1,CHEMBL358341,CHEMBL358341,657387,CHEMBL1135595,6.17
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL350830,CHEMBL350830,714999;2915806;2916493,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.18;7.18;7.18
CCn1cc2c(nc(NC(=O)Cc3ccccc3)n3nc(-c4ccco4)nc23)n1,CHEMBL165073,CHEMBL165073,715006;2915855;2916575,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.47;6.47;6.47
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL353299,CHEMBL353299,717480;2915868;2916588,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.4;6.4;6.4
O=C(Nc1cccc(Cl)c1)Nc1nc2ccc(Cl)cc2c2nc(-c3ccco3)nn12,CHEMBL141550,CHEMBL141550,718729;1007405,CHEMBL1136016;CHEMBL1133118,8.02;8.02
CCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL165778,CHEMBL165778,719798;2915809;2916496,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.38;7.38;7.38
CCCCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL165620,CHEMBL165620,719805;2915805;2916492,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.3;7.3;7.3
Cn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL324512,CHEMBL324512,720842;1013696;2915799;2916486,CHEMBL1136016;CHEMBL1135541;CHEMBL1154073;CHEMBL1154073,6.23;6.23;6.23;6.23
Cn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL349019,CHEMBL349019,721913;2915886;2916606,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.84;6.84;6.84
Cn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL348925,CHEMBL348925,721921;2915882;2916602,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.0;7.0;7.0
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL424161,CHEMBL424161,721929;2915857;2916577,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.96;6.95;6.96
CCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,CHEMBL165083,CHEMBL165083,723054;2915874;2916594,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.24;6.24;6.24
CCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL164509,CHEMBL164509,723061;2915808;2916495,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.47;7.47;7.47
CCCCn1cc2c(nc(NC(=O)Nc3cccc(Cl)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL423934,CHEMBL423934,724306;1011211;2915794;2916481,CHEMBL1136016;CHEMBL1133118;CHEMBL1154073;CHEMBL1154073,7.02;7.02;7.02;7.02
CCn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL164685,CHEMBL164685,725408;2915813;2916500,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.22;7.22;7.22
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,CHEMBL349716,CHEMBL349716,725415;2915858;2916578,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.0;7.0;7.0
CCCCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL167915,CHEMBL167915,725422;2915859;2916579,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.3;6.3;6.3
CCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL302765,CHEMBL302765,726716;898984;1004963;1086831;1256744;1275107;2915846;2916566;7985934;10984517,CHEMBL1136016;CHEMBL1132457;CHEMBL1133118;CHEMBL1134562;CHEMBL1133369;CHEMBL1135548;CHEMBL1154073;CHEMBL1154073;CHEMBL1932966;CHEMBL2069218,6.85;6.85;6.85;6.85;6.85;6.85;6.85;6.85;6.85;6.85
CCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL165044,CHEMBL165044,726723;2915812;2916499,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.28;7.28;7.28
COc1cccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)c1,CHEMBL164992,CHEMBL164992,728031;2915878;2916598,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.8;6.8;6.8
CCCn1cc2c(nc(NC(=O)Nc3ccc(S(=O)(=O)O)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL350573,CHEMBL350573,728039;2915797;2916484,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.52;6.52;6.52
CCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,CHEMBL168018,CHEMBL168018,729118;2915800;2916487,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.21;7.21;7.21
CCCn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,CHEMBL350042,CHEMBL350042,729125;2915863;2916583,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.92;6.92;6.92
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,CHEMBL349611,CHEMBL349611,729132;2915803;2916490,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.04;7.04;7.04
CCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL164381,CHEMBL164381,730277;2915871;2916591,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.85;6.85;6.85
Cn1cc2c(nc(NC(=O)Nc3ccccc3Cl)n3nc(-c4ccco4)nc23)n1,CHEMBL164281,CHEMBL164281,731450;2915877;2916597,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.7;6.7;6.7
CCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL350261,CHEMBL350261,731458;2915864;2916584,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.95;6.95;6.95
CCCCn1cc2c(nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL330286,CHEMBL330286,733775;987890;1076661;2915795;2916482,CHEMBL1136016;CHEMBL1133118;CHEMBL1134562;CHEMBL1154073;CHEMBL1154073,7.1;7.1;7.1;7.1;7.1
CCCn1cc2c(nc(NC(=O)Nc3ccc(Br)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL350205,CHEMBL350205,733782;2915810;2916497,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.3;7.3;7.3
CCCCn1cc2c(nc(NC(=O)Nc3cccc(OC)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL164325,CHEMBL164325,733789;2915802;2916489,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.02;7.02;7.02
Cn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL354161,CHEMBL354161,733796;2915884;2916604,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.16;6.16;6.16
CCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL351075,CHEMBL351075,736352;2915811;2916498,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.92;7.92;7.92
CCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL164905,CHEMBL164905,736359;2915862;2916582,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.85;6.85;6.85
CCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,CHEMBL352796,CHEMBL352796,737772;2915801;2916488,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.4;7.4;7.4
CCCn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,CHEMBL166301,CHEMBL166301,737779;2915867;2916587,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.18;6.18;6.18
Cn1cc2c(nc(NC(=O)Nc3ccc4c(c3)OCO4)n3nc(-c4ccco4)nc23)n1,CHEMBL165224,CHEMBL165224,739004;2915885;2916605,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.17;6.17;6.17
Cn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL164686,CHEMBL164686,739012;2915880;2916600,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.85;6.85;6.85
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL166684,CHEMBL166684,739020;2915807;2916494,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.62;7.62;7.62
CCCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,CHEMBL165560,CHEMBL165560,740185;2915865;2916585,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.0;7.0;7.0
CCn1cc2c(nc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL165910,CHEMBL165910,740192;2915873;2916593,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.21;6.21;6.21
Cn1cc2c(nc(NC(=O)Nc3ccc(F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL572765,CHEMBL572765,741604;2915881;2916601,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.92;6.92;6.92
COc1ccccc1NC(=O)Nc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,CHEMBL351211,CHEMBL351211,741612;2915879;2916599,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.75;6.74;6.75
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL164275,CHEMBL164275,741620;2915875;2916595,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.45;6.45;6.45
CCCCn1cc2c(nc(NC(=O)Nc3ccc(Cl)c(Cl)c3)n3nc(-c4ccco4)nc23)n1,CHEMBL352707,CHEMBL352707,743025;2915861;2916581,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.3;6.31;6.3
CCCCn1cc2c(nc(NC(=O)Nc3ccccc3)n3nc(-c4ccco4)nc23)n1,CHEMBL349240,CHEMBL349240,744366;2915851;2916571,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.83;6.83;6.83
CCCCn1cc2c(nc(NC(=O)Nc3ccc(C(F)(F)F)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL349954,CHEMBL349954,744373;2915804;2916491,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,7.51;7.51;7.51
COc1ccc(NC(=O)Nc2nc3ccc(Cl)cc3c3nc(-c4ccco4)nn23)cc1,CHEMBL144979,CHEMBL144979,745617;990210,CHEMBL1136016;CHEMBL1133118,8.03;8.03
Cc1ccc(NC(=O)Nc2nc3nn(C)cc3c3nc(-c4ccco4)nn23)cc1,CHEMBL351285,CHEMBL351285,745624;2915883;2916603,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.96;6.96;6.96
CCn1cc2c(nc(NC(=O)Nc3ccc(Cl)cc3)n3nc(-c4ccco4)nc23)n1,CHEMBL352073,CHEMBL352073,746786;2915869;2916589,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.8;6.8;6.8
CCn1cc2c(nc(NC(=O)Nc3ccccc3OC)n3nc(-c4ccco4)nc23)n1,CHEMBL164647,CHEMBL164647,748187;2915872;2916592,CHEMBL1136016;CHEMBL1154073;CHEMBL1154073,6.88;6.88;6.88
